company_name,idea_date,author,link,excerpt,code,price,market_cap
PDF SOLUTIONS INC,"SATURDAY, FEB 17, 2018",Value1929,https://valueinvestorsclub.com/idea/PDF_SOLUTIONS_INC/2144906723,"PDF Solutions: Over $3 per share in cash and around $4.00 in discounted contracted royalty cash flow. Multi-year growth platform with the introduction of 14-nanometer processes, and leading edge nodes. The Exensio ... Read more",PDF SOLUTIONS INC PDFS,11.66,$373mn
ONEX CORP,"SATURDAY, FEB 17, 2018",manatee,https://valueinvestorsclub.com/idea/ONEX_CORP/3441313437,ONEX is one of the largest and most successful private equity firms in the world.  They manage approximately 7Bn of their own capital and now ~19Bn in third party capital. ... Read more,ONEX CORP ONEX.,90.00,"$9,100mn"
FOSSIL GROUP INC,"SATURDAY, FEB 17, 2018",manatee,https://valueinvestorsclub.com/idea/FOSSIL_GROUP_INC/4733474780,"FOSL is a $700mm market cap, $900mm EV company that designs, develops and sells company owned and branded watches, jewelry, and leather goods globally.   The company owns the Fossil, Skagen ... Read more",FOSSIL GROUP INC FOSL,14.51,$700mn
LSB INDUSTRIES INC,"FRIDAY, FEB 16, 2018",Shooter McGavin,https://valueinvestorsclub.com/idea/LSB_INDUSTRIES_INC/4686665838,"LSB Industries Inc. (LXU US) February 2018 LSB Industries (“LXU”) is a nitrogen fertilizer and mining chemicals producer with a $200mm market cap, but which trades in sufficient volume to be actionable ... Read more",LSB INDUSTRIES INC LXU,7.07,$201mn
World Acceptance Corporation,"FRIDAY, FEB 16, 2018",conway968,https://valueinvestorsclub.com/idea/World_Acceptance_Corporation/8849565548,"World Acceptance (""WRLD"") is an installment lending business serving low-income customers, mostly in red states.   WRLD has a multi-decade track record of strong returns on capital across the business ... Read more",World Acceptance Corporation WRLD,110.00,$998mn
TWILIO INC,"THURSDAY, FEB 15, 2018",murman,https://valueinvestorsclub.com/idea/TWILIO_INC/3972327004,"Sorry wrote this before the jump, but thesis has not really changed.  On the surface Twilio doesn’t look like a regular “value” stock in our portfolios. We may even get accused of abandoning ... Read more",TWILIO INC TWLO,32.00,"$2,999mn"
MCKESSON CORP,"THURSDAY, FEB 15, 2018",murman,https://valueinvestorsclub.com/idea/MCKESSON_CORP/4742696554,This write up will focus on McKesson from the angle of Amazon's threat to MCK and the industry: We are big fans of Amazon. We are loyal Amazon shoppers; we are users ... Read more,MCKESSON CORP MCK,147.21,"$30,367mn"
ELBIT IMAGING LTD,"THURSDAY, FEB 15, 2018",creditguy,https://valueinvestorsclub.com/idea/ELBIT_IMAGING_LTD/0238385824,Thesis Elbit Imaging’s stock is traded  on the  NASDAQ  (EMITF) and  the Tel  Aviv  Stock  Exchange. The Company’s Notes are traded on the Tel Aviv Stock Exchange.  The stock is a ... Read more,ELBIT IMAGING LTD EMITF,2.70,$25mn
Yes Bank,"WEDNESDAY, FEB 14, 2018",uuh00,https://valueinvestorsclub.com/idea/Yes_Bank/5304779325,Elevator Pitch  YES is a small private bank in India that should yield ~85% valuation upside over the next 3yrs given ~65% EPS increase and expansion in P/E to ~16x from ... Read more,Yes Bank YES IN,330.00,"$11,800mn"
HOUSTON WIRE & CABLE CO,"WEDNESDAY, FEB 14, 2018",vbs214,https://valueinvestorsclub.com/idea/HOUSTON_WIRE_andamp%3B_CABLE_CO/2857015430,"Summary   Houston Wire & Cable Company (“HWCC”, “the Company”) is a provider of electrical and mechanical wire and cable, industrial fasteners, hardware, and related services to various industries, namely (1) oil ... Read more",HOUSTON WIRE & CABLE CO HWCC,6.85,$114mn
Max India,"WEDNESDAY, FEB 14, 2018",uuh00,https://valueinvestorsclub.com/idea/Max_India/8012097402,"Elevator Pitch Max India owns 46% of Max Healthcare, which is an owner / operator of 14 hospitals (~2400 beds) in North India that should yield ~100% valuation upside given ~200% ... Read more",Max India MAXI IN,113.00,$471mn
Earthport,"WEDNESDAY, FEB 14, 2018",lpartners,https://valueinvestorsclub.com/idea/Earthport/1745226924,"Earthport (EPO.L) Link to the PDF of this write-up: https://www.dropbox.com/sh/riff0a0mpjktltv/AACwvO8qOtQUVMHbzJxWNwV_a?dl=0  I.      Investment Thesis ·       Overview: Correspondent banking has been used as the principle method for cross-border payments since the 1970’s.  However, this ... Read more",Earthport EPO.L,0.12,$104mn
AMC ENTERTAINMENT HOLDINGS,"TUESDAY, FEB 13, 2018",mimval,https://valueinvestorsclub.com/idea/AMC_ENTERTAINMENT_HOLDINGS/9309645712,"Bottom line: From AMC’s current price of $14, we see upside potential of 125% to our $31.44 estimate of fair value, not including the annual dividend yield of 5.7% at $14. Our estimated ... Read more",AMC ENTERTAINMENT HOLDINGS AMC,13.75,"$1,774mn"
WMIH CORP,"MONDAY, FEB 12, 2018",AAMD,https://valueinvestorsclub.com/idea/WMIH_CORP/7734605435,Company: WMIH Corp (NasdaqCM:WMIH) Share Price: $0.75 Market Capitalization: $760m (incl. Series B) Target Price: $1.35 (+80%)   WMIH Corp (“WMIH”) is a tax-advantaged acquisition vehicle formed from the former holding company of Washington Mutual ... Read more,WMIH CORP WMIH,0.75,$163mn
NEW ULM TELECOM INC,"MONDAY, FEB 12, 2018",blackstone,https://valueinvestorsclub.com/idea/NEW_ULM_TELECOM_INC/1067719088,"Thesis  While our investment orientation is bottom up in nature, occasionally an entire industry becomes cheap on the numbers and provides us an opportunity to take a basket approach in instances ... Read more",NEW ULM TELECOM INC NULM,17.55,$90mn
FLEXION THERAPEUTICS INC,"MONDAY, FEB 12, 2018",aviclara181,https://valueinvestorsclub.com/idea/FLEXION_THERAPEUTICS_INC/7350226369,FLXN (Long): Market Cap: $823M Share Price: $21.92 Target Price: $55.00   Introduction We think FLXN represents a timely and exceptional cheap idea in a de-risked biotech/spec pharma stock.  The stock has underperformed this year ... Read more,FLEXION THERAPEUTICS INC FLXN,21.92,$823mn
INSTRUCTURE,"SATURDAY, FEB 10, 2018",rc197906,https://valueinvestorsclub.com/idea/INSTRUCTURE/8475179457,Instructure was founded in 2008 and provides a cloud-based learning management system (LMS) to the educational and corporate sector.  Company started out in the educational space and over the last ... Read more,INSTRUCTURE INST,36.75,"$1,111mn"
BECLE SA,"SATURDAY, FEB 10, 2018",Napoleon,https://valueinvestorsclub.com/idea/BECLE_SA/6024415586,"Idea   Jose Cuervo is a Mexican tequila producer.    I am very confident that operating margins, which are much lower than spirit peers, will expand to ~31% by 2019 thanks to   A gradual insourcing ... Read more",BECLE SA BMV: CUERVO,32.91,"$6,600mn"
PG&E CORP,"SATURDAY, FEB 10, 2018",Napoleon,https://valueinvestorsclub.com/idea/PGandamp%3BE_CORP/1379659844,Idea   PG&E is a Californian electric utility which will be subject to litigation revolving around the potential liability incurred by the Company’s role in the recent Californian wildfires.    A massive turnover in ... Read more,PG&E CORP PCG,38.57,"$19,800mn"
CDK Global Inc.,"FRIDAY, FEB 9, 2018",GCA,https://valueinvestorsclub.com/idea/CDK_Global_Inc./3327119497,"CDK Global Inc. (CDK) is a sustainably high quality business which can be purchased at a fair value.  A trailing P/E of 30 may be anathema to some.  However, it ... Read more",CDK Global Inc. CDK,66.66,"$8,944mn"
NORTHSTAR REALTY EUROPE CORP,"FRIDAY, FEB 9, 2018",SwissBear,https://valueinvestorsclub.com/idea/NORTHSTAR_REALTY_EUROPE_CORP/8053374190,"While there has been a healthy amount of carnage in the marketplace and especially in the REIT space, we would like to highlight NorthStar Realty Europe Corporation (NRE) as a ... Read more",NORTHSTAR REALTY EUROPE CORP NRE,10.78,$597mn
Telesites,"FRIDAY, FEB 9, 2018",SwissBear,https://valueinvestorsclub.com/idea/Telesites/5248717898,"Intro: Telesites is the largest owner of wireless tower infrastructure in Mexico, and was recently spun out of Telcel the largest Mexican wireless company.  At current price levels we believe there ... Read more",Telesites SITES,13.16,"$43,428mn"
WEB.COM GROUP INC,"THURSDAY, FEB 8, 2018",Condor,https://valueinvestorsclub.com/idea/WEB.COM_GROUP_INC/5215144217,"Summary WEB is a company in transition, but farther along than the market is giving it credit for. WEB runs a high-quality business from the perspective of subscription-based web services, carrying ... Read more",WEB.COM GROUP INC WEB,21.60,"$1,060mn"
DSW INC,"THURSDAY, FEB 8, 2018",ladera838,https://valueinvestorsclub.com/idea/DSW_INC/4663268560,"SUMMARY In a market where most valuations are (or, at least, were) stretched, I believe that DSW offers a relatively safe haven for the long-term investor. It is by a wide ... Read more",DSW INC DSW,18.79,"$1,503mn"
TUESDAY MORNING CORP,"WEDNESDAY, FEB 7, 2018",sidhardt1105,https://valueinvestorsclub.com/idea/TUESDAY_MORNING_CORP/4892022004,"Tuesday Morning has been written up twice on VIC in the past five years, both times as a short.  Initially by Handley in December of 2013 when the stock was ... Read more",TUESDAY MORNING CORP TUES,2.70,$124mn
ACTUA CORP,"WEDNESDAY, FEB 7, 2018",broncos727,https://valueinvestorsclub.com/idea/ACTUA_CORP/0106229269,"I recommend Actua Corp as a buy, (OTC: ACTA). This is a company in the early innings of a liquidation that I think will provide a satisfactory IRR, with limited downside. ... Read more",ACTUA CORP ACTA,0.71,$23mn
JMP GROUP LLC,"WEDNESDAY, FEB 7, 2018",scrooge833,https://valueinvestorsclub.com/idea/JMP_GROUP_LLC/6445220569,JMP group is a high-conviction idea easily worth 60% to over 100% higher than this price and the company is paying you 6.5% dividend yield and buying back shares while ... Read more,JMP GROUP LLC JMP,5.20,$112mn
JABIL INC,"WEDNESDAY, FEB 7, 2018",regency435,https://valueinvestorsclub.com/idea/JABIL_INC/1894780026,"We are long Jabil Inc. (JBL) a high quality EMS company with a 10%+ forward FCF yield, low leverage and a massive share buyback program.  Largest customers are Apple, Cisco, ... Read more",JABIL INC JBL,25.30,"$4,530mn"
CONTINENTAL BUILDING PRODS,"WEDNESDAY, FEB 7, 2018",tim321,https://valueinvestorsclub.com/idea/CONTINENTAL_BUILDING_PRODS/4008617975,"Company Overview   Continental Building Products manufactures wallboard and other construction products, serving the residential repair and remodel market primarily, as well as the new residential and commercial markets.  CBPX has a ... Read more",CONTINENTAL BUILDING PRODS CBPX,26.75,"$1,000mn"
ADT INC -REDH,"TUESDAY, FEB 6, 2018",obvious617,https://valueinvestorsclub.com/idea/ADT_INC_-REDH/8848902033,"Thesis / Fundamentals Compelling opportunity given price dislocation consequent to a broken IPO IPO had initial range of $17-19, deal priced at $14, and stock has traded down to $12 Because of weakness ... Read more",ADT INC -REDH ADT,12.15,"$9,180mn"
AUTOLIV INC (ALV),"MONDAY, FEB 5, 2018",alemagou,https://valueinvestorsclub.com/idea/AUTOLIV_INC_ALV/5711951259,Autoliv has been written up previously by leob710 in Dec 2016. In hindsight not the best timing as he/she forecasted earnings 2 years out of c. $5 and a P/E ... Read more,AUTOLIV INC (ALV) ALV US,140.75,"$12,200mn"
RANGE RESOURCES CORP,"MONDAY, FEB 5, 2018",snarfy,https://valueinvestorsclub.com/idea/RANGE_RESOURCES_CORP/4276750055,"I am long Range Resources (NYSE: RRC) at $13 ½.  Yes, it’s a gas-levered E&P that has been getting destroyed, so I realize this is going to take some convincing.  ... Read more",RANGE RESOURCES CORP RRC,13.50,"$3,350mn"
US CELLULAR CORP,"MONDAY, FEB 5, 2018",cuyler1903,https://valueinvestorsclub.com/idea/US_CELLULAR_CORP/5198985821,"In a situation similar in several ways to IDT five or six years ago, recent changes in management commentary make me think that the Carlsons may finally be willing to ... Read more",US CELLULAR CORP USM,35.40,"$3,000mn"
Teekay Offshore,"MONDAY, FEB 5, 2018",ThatDu04,https://valueinvestorsclub.com/idea/Teekay_Offshore/6304552408,"Teekay Offshore (TOO) provides services to the offshore oil industry including shuttle tankers, FPSOs, FSO, UMS, towage vehicles and conventional tankers. TOO had been distressed in 2015-17 as a result ... Read more",Teekay Offshore TOO,2.38,$985mn
Vestas Wind Systems,"SUNDAY, FEB 4, 2018",BTudela16,https://valueinvestorsclub.com/idea/Vestas_Wind_Systems/2912496366,[Above figures in Euros]   Thesis: Long Vestas Wind Systems (VWS GY). VWS is the world's #1 wind turbine manufacturer. Renewable energy companies were historically economic boondoggles and creatures of subsidy - ... Read more,Vestas Wind Systems VWS,54.24,"$11,688mn"
SILICOM LTD,"SUNDAY, FEB 4, 2018",moneyball,https://valueinvestorsclub.com/idea/SILICOM_LTD/1988305112,Summary:Profits at Silicom should grow over 80% in the next two years (2017 → 2019) which should result in the stock price materially outperforming the S&P 500 and Russell 2000. ... Read more,SILICOM LTD SILC,65.00,$500mn
PHILIP MORRIS CR,"SATURDAY, FEB 3, 2018",veki282,https://valueinvestorsclub.com/idea/PHILIP_MORRIS_CR/1099852553,"This is an old boring company which certainly isn't going to resolve world's problems. Actually, it will  reinforce them given the socially destructive nature of the industry. But there is ... Read more",PHILIP MORRIS CR TABAK:PRA,"16,880.00","$46,342mn"
Telesites,"SATURDAY, FEB 3, 2018",BTudela16,https://valueinvestorsclub.com/idea/Telesites/1799008815,[All figures above in MXN. ~18.6 MXN per 1 USD at time of writing] USD Stats: Market Cap: $2.4BNet Debt: $1.2BTEV: $3.6B Full disclosure: Telesites only trades ~$1M USD per day. So this ... Read more,Telesites SITESB1,13.42,"$44,286mn"
SPX CORP,"FRIDAY, FEB 2, 2018",SwissBear,https://valueinvestorsclub.com/idea/SPX_CORP/1887116696,"The equity of SPX Corp (""SPX"") is an attractive investment opportunity that we feel is being overlooked. The stock trades at an attractive valuation of 12.7x 2018 and 11x 2019 ... Read more",SPX CORP SPXC,31.12,"$1,331mn"
Comstock Resources,"FRIDAY, FEB 2, 2018",Woolly18,https://valueinvestorsclub.com/idea/Comstock_Resources/3902742885,"Investment Thesis: Comstock Resources (“CRK”) is a house rich, cash poor company that is in the mid/late innings of a strategic transformation that could yield sizable results. This is a levered ... Read more",Comstock Resources CRK,8.35,$130mn
LOWE'S COMPANIES INC,"FRIDAY, FEB 2, 2018",dsteiner84,https://valueinvestorsclub.com/idea/LOWES_COMPANIES_INC/1937248117,We have a positive long term outlook for Lowe’s (LOW) and believe that recent activist involvement and new board members will be an impetus to drive meaningful operational improvement.  The ... Read more,LOWE'S COMPANIES INC LOW,103.86,"$86,200mn"
KKR & CO LP,"THURSDAY, FEB 1, 2018",rickey824,https://valueinvestorsclub.com/idea/KKR_andamp%3B_CO_LP/6637431692,"DISCLAIMER: The author of this posting and related persons or entities (""Author"") currently holds a long position in this security. The Author makes no representation that it will continue to ... Read more",KKR & CO LP KKR,24.00,"$19,632mn"
MARTIN MARIETTA MATERIALS,"THURSDAY, FEB 1, 2018",jso1123,https://valueinvestorsclub.com/idea/MARTIN_MARIETTA_MATERIALS/5697658674,"Thesis Summary: MLM is a late-cycle construction materials company with deep moats, pricing power and significant cyclical upside over the next 2 years. 31% upside to year-end 2018 target at ... Read more",MARTIN MARIETTA MATERIALS MLM,224.00,"$14,080mn"
Maple Leaf Foods,"THURSDAY, FEB 1, 2018",TheSpiceTrade,https://valueinvestorsclub.com/idea/Maple_Leaf_Foods/8435100764,Maple Leaf Foods - A Potential CAD$1.5 Billion Hidden Liability? Executive Summary I believe Maple Leaf Foods (“MFI”) is a compelling short based on potential litigation claims from its ownership and management ... Read more,Maple Leaf Foods MFI,34.80,"$4,431mn"
TRIPADVISOR INC,"THURSDAY, FEB 1, 2018",Value1929,https://valueinvestorsclub.com/idea/TRIPADVISOR_INC/5517787632,"We think there is substantial investor fatigue around TripAdvisor, and that has likely created an opportunity for a long-term (3-5 year horizon) entry price. There is a very detailed pitch ... Read more",TRIPADVISOR INC TRIP,34.30,"$4,765mn"
GOGO INC,"THURSDAY, FEB 1, 2018",TheUnicornHunter,https://valueinvestorsclub.com/idea/GOGO_INC/5620402624,GOGO is undergoing a major business transformation from an owner and operator of a proprietary Air-to-Ground (ATG) network with respectable margins to a low margin reseller of Ku satellite spectrum. ... Read more,GOGO INC GOGO,9.67,$769mn
Horizon Global Corporation,"THURSDAY, FEB 1, 2018",zzz007,https://valueinvestorsclub.com/idea/Horizon_Global_Corporation/7142883566,"Caveat:   The bull case for Horizon Global Corporation (“Horizon,” “HZN,” or the “Company”) is straightforward. The business currently trades for what I believe is a 7x(ish) multiple of current cash EPS. ... Read more",Horizon Global Corporation HZN,8.20,$209mn
SPORTSMANS WAREHOUSE HLDGS,"THURSDAY, FEB 1, 2018",uncleM,https://valueinvestorsclub.com/idea/SPORTSMANS_WAREHOUSE_HLDGS/1015153280,"Introduction / Thesis Sportsman’s Warehouse is a retailer of outdoor sporting goods supplies. Along with most other retailers, SPWH shares have recently been trading at multiyear lows on continued fears ... Read more",SPORTSMANS WAREHOUSE HLDGS SPWH,5.15,$216mn
Sberbank,"WEDNESDAY, JAN 31, 2018",Lincott,https://valueinvestorsclub.com/idea/Sberbank/5299117613,Sberbank is a high-quality bank with 20% ROEs trading almost the way Bank of America did back in 2011 when options prices implied a 20% chance it would close its ... Read more,Sberbank SBER,263.00,"$110,000mn"
MCBC HOLDINGS INC,"WEDNESDAY, JAN 31, 2018",quads1025,https://valueinvestorsclub.com/idea/MCBC_HOLDINGS_INC/5549661917,"Investment Thesis MCBC Holdings, Inc. (MCFT) is a manufacturer of sport boats used for water skiing, wakeboarding, and wake surfing, as well as general recreation boating.  The Company sells its boats ... Read more",MCBC HOLDINGS INC MCFT,24.04,$451mn
ELEVATE CREDIT INC,"TUESDAY, JAN 30, 2018",madler934,https://valueinvestorsclub.com/idea/ELEVATE_CREDIT_INC/9788985247,"How many companies out there do you see trading at 5x 2018 EBITDA, have enormous returns on capital, a clear multi-year growth opportunity and an exceptional management team?  Probably not ... Read more",ELEVATE CREDIT INC ELVT,7.33,$336mn
REALOGY HOLDINGS CORP,"TUESDAY, JAN 30, 2018",rhianik,https://valueinvestorsclub.com/idea/REALOGY_HOLDINGS_CORP/9978345423,"Realogy is the largest franchisor and owner of residential real estate brokers in the country. Despite a strong macro environment, the stock has significantly lagged the overall market due to ... Read more",REALOGY HOLDINGS CORP RLGY,27.00,"$3,728mn"
MARINEMAX INC,"TUESDAY, JAN 30, 2018",TallGuy,https://valueinvestorsclub.com/idea/MARINEMAX_INC/2666272383,Intro MarineMax (HZO) finds itself in a highly cyclical industry with bad economics and a strategy proven to destroy shareholder capital. We see ~40% downside in our base case.   This short has ... Read more,MARINEMAX INC HZO,23.00,$522mn
MYRIAD GENETICS INC,"TUESDAY, JAN 30, 2018",golince,https://valueinvestorsclub.com/idea/MYRIAD_GENETICS_INC/0107291592,"Investment Summary The time has come to again short MYGN. MYGN is a very expensive stock even though nearly all profits are still derived from one test, which is under significant ... Read more",MYRIAD GENETICS INC MYGN,38.50,"$2,700mn"
KRONOS WORLDWIDE INC,"TUESDAY, JAN 30, 2018",jyu,https://valueinvestorsclub.com/idea/KRONOS_WORLDWIDE_INC/6847802931,INTRODUCTIONI believe that Kronos Worldwide (KRO) is a short. The thesis is that a fair cycle average EBIT for KRO should be 40% - 50% below what the market is ... Read more,KRONOS WORLDWIDE INC KRO,28.12,"$3,259mn"
CAESARS ENTERTAINMENT CORP,"TUESDAY, JAN 30, 2018",Alpinist,https://valueinvestorsclub.com/idea/CAESARS_ENTERTAINMENT_CORP/2749002953,Caesars Entertainment (CZR or CEC) is a mispriced special situation following the closing of the bankruptcy restructuring of its subsidiary CEOC (along with its emergence from bankruptcy) and the merger ... Read more,CAESARS ENTERTAINMENT CORP CZR,14.05,"$12,072mn"
AXIS CAPITAL HOLDINGS LTD,"MONDAY, JAN 29, 2018",natty813,https://valueinvestorsclub.com/idea/AXIS_CAPITAL_HOLDINGS_LTD/8218406804,AXIS Capital Holdings Limited (AXS) offers an attractive buying opportunity.  AXIS is a $4.2B market capitalization Bermuda-based hybrid insurer and reinsurer with a focus in insuring specialty risks on a ... Read more,AXIS CAPITAL HOLDINGS LTD AXS,50.47,"$4,199mn"
SUBURBAN PROPANE PRTNRS -LP,"MONDAY, JAN 29, 2018",lzmos,https://valueinvestorsclub.com/idea/SUBURBAN_PROPANE_PRTNRS__-LP/6152905659,"Winter is coming. After 2 years of unseasonably warm winters, the US is feeling more like Winterfell than Dorne. (Apologies to anyone who doesn't follow Game of Thrones...). The US is ... Read more",SUBURBAN PROPANE PRTNRS -LP SPH,25.26,"$1,554mn"
NAVIGANT CONSULTING INC,"SUNDAY, JAN 28, 2018",aa123,https://valueinvestorsclub.com/idea/NAVIGANT_CONSULTING_INC/6842247526,"Navigant is a consulting firm with a particular focus on the healthcare, energy and financial services industries. Publicly-traded competitors include FTI Consulting and Huron. We like the stock/business because it generates ... Read more",NAVIGANT CONSULTING INC NCI,20.50,$940mn
Hokuetsu Kishu Paper Co.,"SUNDAY, JAN 28, 2018",pathbska,https://valueinvestorsclub.com/idea/Hokuetsu_Kishu_Paper_Co./9070238129,Note that above numbers accept EPS are in billions of JPY.   Background Hokuetsu Kishu is a producer of paper and paper products in Japan. They also own a producer of pulp ... Read more,Hokuetsu Kishu Paper Co. 3865,734.00,$154mn
Mitsubishi Logisnext,"SUNDAY, JAN 28, 2018",twentyfour7,https://valueinvestorsclub.com/idea/Mitsubishi_Logisnext/5380010125,I believe Mitsubishi Logisnext (“Logisnext”) is a very attractive special situation (equity stub) where upside is a multiple of the downside. It carries the characteristics of successful equity stubs described ... Read more,Mitsubishi Logisnext 7105,"1,070.00","$1,040mn"
Taiwan Sakura,"SUNDAY, JAN 28, 2018",razor99,https://valueinvestorsclub.com/idea/Taiwan_Sakura/9797379751,"Taiwan Sakura is a domestic market leader in appliances with an excellent financial track-record, good return on capital, and high free cash flow which is almost entirely returned to shareholders. ... Read more",Taiwan Sakura 9911,38.50,$290mn
CONSOLIDATED COMM HLDGS INC,"SUNDAY, JAN 28, 2018",pathbska,https://valueinvestorsclub.com/idea/CONSOLIDATED_COMM_HLDGS_INC/1754855378,"Situation overview Consolidated Communications (‘Consolidated’ or ‘CNSL’) is a telecommunications company that provides voice, video and data/internet services to residential and commercial customers. The company has attempted to offset declines in its ... Read more",CONSOLIDATED COMM HLDGS INC CNSL,12.85,$910mn
PIONEERING TECHNOLOGY INC,"SATURDAY, JAN 27, 2018",hack731,https://valueinvestorsclub.com/idea/PIONEERING_TECHNOLOGY_INC/3251817056,"All amounts in Canadian (unless otherwise stated).   Pioneering Technology (PTE.V, $0.57) is cheap based on continued growth. With its “Temperature Limiting Control” technology (covered by 4+ patents), Pioneering Technologies is the ... Read more",PIONEERING TECHNOLOGY INC PTE.,0.57,$30mn
Lands End,"SATURDAY, JAN 27, 2018",TheEnterprisingInvestor,https://valueinvestorsclub.com/idea/Lands_End/6727418319,"Long shares of Lands End (LE). This is a pretty non consensus idea in that it's a long idea in the Sears/ESL complex, I can feel the 1 and 2's coming ... Read more",Lands End LE,18.30,$585mn
PLAYA HOTELS & RESORTS,"SATURDAY, JAN 27, 2018",beep899,https://valueinvestorsclub.com/idea/PLAYA_HOTELS_andamp%3B_RESORTS/4897558233,"Playa Hotels & Resorts (PLYA) is a $1.15 billion market cap owner of thirteen all-inclusive hotel/resorts in Mexico and the Caribbean totaling 6,130 rooms with nine resorts in Mexico and ... Read more",PLAYA HOTELS & RESORTS PLYA,10.40,"$1,150mn"
NASPERS LTD,"FRIDAY, JAN 26, 2018",golince,https://valueinvestorsclub.com/idea/NASPERS_LTD/0751514584,"Overview Naspers is a media holding company based in South Africa. For a description of its primary businesses, please see blaueskobalt’s writeup from 9/5/17.   Whereas that prior writeup suggested an outright buy ... Read more",NASPERS LTD NPSNY,"3,365.00","$133,639mn"
PAGSEGURO DIGITAL LTD -REDH,"THURSDAY, JAN 25, 2018",Nails4,https://valueinvestorsclub.com/idea/PAGSEGURO_DIGITAL_LTD_-REDH/8528932347,"Summary: PagSeguro is a very high growth and disruptive payment enablement business in Brazil. The closest analog is Square in the U.S. Their core market are micro, small, and medium businesses ... Read more",PAGSEGURO DIGITAL LTD -REDH PAGS,29.00,"$9,000mn"
CONSTELLIUM NV,"THURSDAY, JAN 25, 2018",nychrg,https://valueinvestorsclub.com/idea/CONSTELLIUM_NV/6702285351,"Investment Thesis   Constellium, a global producer of engineered aluminum products sold into the automotive, aerospace and can sheet end markets, is a compelling equity investment with 44% upside over the next ... Read more",CONSTELLIUM NV CSTM,13.35,"$1,836mn"
Webstep,"THURSDAY, JAN 25, 2018",Barong,https://valueinvestorsclub.com/idea/Webstep/9861971197,Webstep (WSTEP NO Equity)   Brief company description Webstep is a recently IPO’ed Norway-based IT consulting firm. It has offices and operations in Norway (85% of revs) and Sweden. Clients are split ... Read more,Webstep WSTEP,26.00,$720mn
NIPPON TELEGRAPH & TELEPHONE,"WEDNESDAY, JAN 24, 2018",Biffins,https://valueinvestorsclub.com/idea/NIPPON_TELEGRAPH_andamp%3B_TELEPHONE/9680720208,"Investment Idea Idea: Nippon Telegraph and Telephone Corp (Ticker: 9432 JP) Summary: NTT is a $101b market cap, incumbent telecom operator in Japan, that I believe will almost double over the next ... Read more",NIPPON TELEGRAPH & TELEPHONE NTTYY,"5,264.00","$11,033mn"
RYERSON HOLDING CORP,"WEDNESDAY, JAN 24, 2018",quads1025,https://valueinvestorsclub.com/idea/RYERSON_HOLDING_CORP/4831869820,"Investment Thesis Ryerson Holding Corporation (RYI) is a value-add processor and distributor of industrial metals.  The stock should appreciate significantly in price due to two main drivers.  First, the Company is ... Read more",RYERSON HOLDING CORP RYI,12.60,$469mn
ASCENTIAL,"WEDNESDAY, JAN 24, 2018",coffee1029,https://valueinvestorsclub.com/idea/ASCENTIAL/9228884397,"Ascential is a portfolio of Exhibitions, Festivals and Information Services.  Usually the first two are good businesses, with high network effects and barriers to entry.  However, the combination of negative ... Read more",ASCENTIAL ASCL,371.00,"$1,486mn"
DISCOVER FINANCIAL SVCS (DFS),"TUESDAY, JAN 23, 2018",lvampa1070,https://valueinvestorsclub.com/idea/DISCOVER_FINANCIAL_SVCS_DFS/3775766435,"DFS is a large cap stock that has been pitched to this community before.  My first real work investigating the stock was sparked by Shoe's pitch in July 2014.  Today, ... Read more",DISCOVER FINANCIAL SVCS (DFS) DFS,78.00,"$28,550mn"
TESLA INC,"TUESDAY, JAN 23, 2018",YCOMBINATOR,https://valueinvestorsclub.com/idea/TESLA_INC/5886965583,"One of my ex-girlfriends mentioned to me recently that her husband wanted to name their second son “Elon”. He didn’t get his way, but I was impressed with his fanboy ... Read more",TESLA INC TSLA,353.00,"$59,000mn"
LIBERATED SYNDICATION INC,"TUESDAY, JAN 23, 2018",lordbeaverbrook,https://valueinvestorsclub.com/idea/LIBERATED_SYNDICATION_INC/1362070373,"The Business: · Liberated Syndication (fka Webmayhem) operates its business under the Libsyn brand name. · Libsyn is a podcast service provider offering all-in-one hosting and distribution tools, which include storage, bandwidth, ... Read more",LIBERATED SYNDICATION INC LSYN,1.23,$28mn
BLUELINX HOLDINGS INC,"MONDAY, JAN 22, 2018",zzz007,https://valueinvestorsclub.com/idea/BLUELINX_HOLDINGS_INC/0879894881,"BlueLinx Holdings Inc. (“BlueLinx”, or the “Company”) was written up roughly two years ago on VIC. Despite the fact that shares have more than doubled since then (on a split-adjusted ... Read more",BLUELINX HOLDINGS INC BXC,12.96,$118mn
HCA HEALTHCARE INC,"SUNDAY, JAN 21, 2018",andreas947,https://valueinvestorsclub.com/idea/HCA_HEALTHCARE_INC/8037182712,"HCA Healthcare, Inc. (HCA) Summary   We focus on smaller companies with “Ft. Knox” balance sheets and large & sustainable free cash flow yields and we are typically seeking a double-digit FCF yield ... Read more",HCA HEALTHCARE INC HCA,93.00,"$33,500mn"
Stagecoach Group,"FRIDAY, JAN 19, 2018",kalman951,https://valueinvestorsclub.com/idea/Stagecoach_Group/4540063002,"Established in 1980 and based out of Perth, Scotland, in the U.K., Stagecoach Group plc (LSE: SGC) owns a collection of public transport businesses. The Company operates a best-in-class transport ... Read more",Stagecoach Group SGC-London,1.60,"$1,286mn"
