company_name,idea_date,author,link,excerpt,code,price,market_cap
ZYNGA INC,"SUNDAY, JUL 13, 2014",om730,https://valueinvestorsclub.com/idea/ZYNGA_INC/5351148740,"Thesis: I am recommending a long position in Zynga stock (ZNGA) because it offers a very attractive, albeit binary, asymmetric risk reward opportunity. The company is in the midst of a ... Read more",ZYNGA INC ZNGA,3.24,"$2,866mn"
DISCOVER FINANCIAL SVCS INC,"SUNDAY, JUL 13, 2014",Shoe,https://valueinvestorsclub.com/idea/DISCOVER_FINANCIAL_SVCS_INC/7054248004,"Discover Financial Services (ticker DFS) – long                 Upside: +35-50% from $62.79   Quick Pitch -          DFS (the credit card issuer) trades around 10x 2015 EPS despite having industry leading ROEs and growth, in ... Read more",DISCOVER FINANCIAL SVCS INC DFS,62.79,"$29,637mn"
STARZ,"SUNDAY, JUL 13, 2014",finn520,https://valueinvestorsclub.com/idea/STARZ/0655918984,"Thesis Starz (STRZA) is a pay television network company that is well-run and trading at a reasonable price, at 9.3x EV/EBITA on 2014 and 8.3x EV/EBITA on 2015.  The CEO is ... Read more",STARZ STRZA,28.50,"$3,304mn"
CONTANGO OIL & GAS CO,"SUNDAY, JUL 13, 2014",mack885,https://valueinvestorsclub.com/idea/CONTANGO_OIL_and_GAS_CO/3554079275,Contango Oil and Gas (MCF) continues to ramp up drilling in its high IRR acreage while it trades at a large discount to comps and remains dirt cheap on an ... Read more,CONTANGO OIL & GAS CO MCF,39.25,$761mn
Hargreaves Services plc,"SUNDAY, JUL 13, 2014",flux13,https://valueinvestorsclub.com/idea/Hargreaves_Services_plc/0417112329,Please note that all figures are in GBP.    Short Synopsis: Hargreaves Services (LSE:HSP) seems to be a misunderstood company with ROTCE > 16% and historical growth > 10% p.a. over the last ... Read more,Hargreaves Services plc HSP,782.00,$262mn
XERIUM TECHNOLOGIES INC,"SUNDAY, JUL 13, 2014",HoneyBadger,https://valueinvestorsclub.com/idea/XERIUM_TECHNOLOGIES_INC/9970599560,"For a more detailed write up and a full model please click the following Drop Box Link: https://www.dropbox.com/s/k02s4enx13stfim/XRM%20VIC_07-03-2014.pdf Excerpts:   Brief Overview Xerium Technologies, Inc. (“XRM” or the “Company”) is a leading global manufacturer and supplier ... Read more",XERIUM TECHNOLOGIES INC XRM,13.45,$201mn
JETBLUE AIRWAYS CORP,"SUNDAY, JUL 13, 2014",gi03,https://valueinvestorsclub.com/idea/JETBLUE_AIRWAYS_CORP/2055126375,Thesis: The airline industry has structurally improved due to consolidation and ROIC is the new mantra being sung by every CEO. JetBlue is the last airline to earnestly embrace shareholder value creation ... Read more,JETBLUE AIRWAYS CORP JBLU,10.50,"$3,200mn"
ACCENTURE PLC,"MONDAY, JUL 14, 2014",gary9,https://valueinvestorsclub.com/idea/ACCENTURE_PLC/1008851482,"Background We like shorting big-cap names with increasing storm clouds on the horizon, where you don’t have to worry about catastrophic squeezes, M+A take-outs or fighting with Elon Musk’s PR machine. ... Read more",ACCENTURE PLC ACN,79.50,"$53,000mn"
Soloal Group,"MONDAY, JUL 14, 2014",MSG257,https://valueinvestorsclub.com/idea/Soloal_Group/8218748062,Recommendation   We are recommending a long position in shares of Solocal Group SA.  The shares currently trade at 5.6x our projected 12 month forward EBITDA and 6.5x our projected 12 month ... Read more,Soloal Group LOCAL,0.62,$721mn
FIDELITY FINL FNFV GROUP,"SUNDAY, JUL 13, 2014",Ragnar0307,https://valueinvestorsclub.com/idea/FIDELITY_FINL_FNFV_GROUP/5721799538,Fidelity National Financial Ventures (FNFV) is a tracking stock for FNF's non-core portfolio investments.  It began officially trading on July 1st and is down -12% from its when issued trading ... Read more,FIDELITY FINL FNFV GROUP FNFV,15.43,"$1,466mn"
ZYNGA INC,"SUNDAY, JUL 13, 2014",om730,https://valueinvestorsclub.com/idea/ZYNGA_INC/5351148740,"Thesis: I am recommending a long position in Zynga stock (ZNGA) because it offers a very attractive, albeit binary, asymmetric risk reward opportunity. The company is in the midst of a ... Read more",ZYNGA INC ZNGA,3.24,"$2,866mn"
ERICKSON INC,"FRIDAY, JUL 11, 2014",Saltaire,https://valueinvestorsclub.com/idea/ERICKSON_INC/5221654123,"EAC                                                                 Attractive position in heavy-lift aerial services bolstered by 2013 acquisitions, which reduce seasonality, diversify end markets and introduce new geographies.  Currently trading at steep discount to competitors as well ... Read more",ERICKSON INC EAC,15.82,$220mn
DEX MEDIA INC,"FRIDAY, JUL 11, 2014",katana,https://valueinvestorsclub.com/idea/DEX_MEDIA_INC/6046183126,"INTRODUCTION Can I interest you in buying an overleveraged, dying business whose profits could easily go to zero over time, which was very publicly pitched by a big-name investor over a ... Read more",DEX MEDIA INC DXM,11.50,$177mn
MAGNACHIP SEMICONDUCTOR CORP,"FRIDAY, JUL 11, 2014",greenshoes93,https://valueinvestorsclub.com/idea/MAGNACHIP_SEMICONDUCTOR_CORP/2522267588,Magnachip Semiconductor (MX) is an analog and mixed signal semiconductor manufacturing business. The company’s predictable cash flow stream is misvalued due to an inventory correction and a recent accounting change ... Read more,MAGNACHIP SEMICONDUCTOR CORP MX,13.80,$483mn
URS CORP,"FRIDAY, JUL 11, 2014",gi03,https://valueinvestorsclub.com/idea/URS_CORP/2740587871,"We decided to do a short write-up of our current thoughts since a lot has changed since our write-up in April of 2013 at $44.  In short, we think URS ... Read more",URS CORP URS,50.90,"$3,500mn"
SKECHERS U S A INC,"THURSDAY, JUL 10, 2014",shaqtastic,https://valueinvestorsclub.com/idea/SKECHERS_U_S_A_INC/4807606444,Position / Company: Short / SKX (NYSE: SKX) Current Price: $46.28 (LTM EPS= $1.66; LTM P/E = 29.0x; LTM EV/EBITDA = 12.8x); Dividend Yield = 0% 6-month Price Target: $24 (Normalized EPS= ... Read more,SKECHERS U S A INC SKX,46.28,"$2,340mn"
AEP INDUSTRIES INC,"WEDNESDAY, JUL 9, 2014",zzz007,https://valueinvestorsclub.com/idea/AEP_INDUSTRIES_INC/2844762662,"AEP Industries (“AEP” or the “Company”) is a manufacturer of plastic packaging films, primarily for the North American market.  Earnings are temporarily depressed due to a confluence of relatively weak ... Read more",AEP INDUSTRIES INC AEPI,35.50,$183mn
PARKIT ENTERPRISE INC,"WEDNESDAY, JUL 9, 2014",devo791,https://valueinvestorsclub.com/idea/PARKIT_ENTERPRISE_INC/3191651706,"Parkit Enterpise is a high growth real estate company trading at NAV with a start-up asset management business that is on the verge of raising its first fund, and which ... Read more",PARKIT ENTERPRISE INC PKT,0.51,$15mn
FUTUREFUEL CORP,"MONDAY, JUL 7, 2014",fizz808,https://valueinvestorsclub.com/idea/FUTUREFUEL_CORP/7499860215,Investment Summary FutureFuel Corporation (FF) is a producer of custom chemicals and biodiesel. I believe FF is a compelling short for three reasons: 1)       Certain governmental policies (which have since expired) have ... Read more,FUTUREFUEL CORP FF,16.83,$731mn
LUMENIS LTD,"MONDAY, JUL 7, 2014",MSG257,https://valueinvestorsclub.com/idea/LUMENIS_LTD/8618549598,"Recommendation   We are recommending a long position in Lumenis Ltd.  (Nasdaq: LMNS), with a 1 year forward price target of $14.38/share or 50% upside relative to 7/7/14 trading price of $9.57.  ... Read more",LUMENIS LTD LMNS,9.57,$362mn
ASIA PACIFIC WIRE&CABLE CORP,"SATURDAY, JUL 5, 2014",bowd57,https://valueinvestorsclub.com/idea/ASIA_PACIFIC_WIREandCABLE_CORP/4913928123,"Hi, guys –  It's gut-check time: Are you a value investor? Are you also completely f*cking nuts? If the answer to both questions is, “Yes”, then tossing some APWC into your ... Read more",ASIA PACIFIC WIRE&CABLE CORP APWC,2.61,$36mn
ERICKSON INC,"SATURDAY, JUL 5, 2014",Saltaire,https://valueinvestorsclub.com/idea/ERICKSON_INC/5221654123,"EAC                                                                 Attractive position in heavy-lift aerial services bolstered by 2013 acquisitions, which reduce seasonality, diversify end markets and introduce new geographies.  Currently trading at steep discount to competitors as well ... Read more",ERICKSON INC EAC,15.82,$220mn
DEX MEDIA INC,"SATURDAY, JUL 5, 2014",katana,https://valueinvestorsclub.com/idea/DEX_MEDIA_INC/6046183126,"INTRODUCTION Can I interest you in buying an overleveraged, dying business whose profits could easily go to zero over time, which was very publicly pitched by a big-name investor over a ... Read more",DEX MEDIA INC DXM,11.50,$177mn
MAGNACHIP SEMICONDUCTOR CORP,"SATURDAY, JUL 5, 2014",greenshoes93,https://valueinvestorsclub.com/idea/MAGNACHIP_SEMICONDUCTOR_CORP/2522267588,Magnachip Semiconductor (MX) is an analog and mixed signal semiconductor manufacturing business. The company’s predictable cash flow stream is misvalued due to an inventory correction and a recent accounting change ... Read more,MAGNACHIP SEMICONDUCTOR CORP MX,13.80,$483mn
URS CORP,"SATURDAY, JUL 5, 2014",gi03,https://valueinvestorsclub.com/idea/URS_CORP/2740587871,"We decided to do a short write-up of our current thoughts since a lot has changed since our write-up in April of 2013 at $44.  In short, we think URS ... Read more",URS CORP URS,50.90,"$3,500mn"
SKECHERS U S A INC,"THURSDAY, JUL 10, 2014",shaqtastic,https://valueinvestorsclub.com/idea/SKECHERS_U_S_A_INC/4807606444,Position / Company: Short / SKX (NYSE: SKX) Current Price: $46.28 (LTM EPS= $1.66; LTM P/E = 29.0x; LTM EV/EBITDA = 12.8x); Dividend Yield = 0% 6-month Price Target: $24 (Normalized EPS= ... Read more,SKECHERS U S A INC SKX,46.28,"$2,340mn"
AEP INDUSTRIES INC,"WEDNESDAY, JUL 9, 2014",zzz007,https://valueinvestorsclub.com/idea/AEP_INDUSTRIES_INC/2844762662,"AEP Industries (“AEP” or the “Company”) is a manufacturer of plastic packaging films, primarily for the North American market.  Earnings are temporarily depressed due to a confluence of relatively weak ... Read more",AEP INDUSTRIES INC AEPI,35.50,$183mn
PARKIT ENTERPRISE INC,"WEDNESDAY, JUL 9, 2014",devo791,https://valueinvestorsclub.com/idea/PARKIT_ENTERPRISE_INC/3191651706,"Parkit Enterpise is a high growth real estate company trading at NAV with a start-up asset management business that is on the verge of raising its first fund, and which ... Read more",PARKIT ENTERPRISE INC PKT,0.51,$15mn
FUTUREFUEL CORP,"MONDAY, JUL 7, 2014",fizz808,https://valueinvestorsclub.com/idea/FUTUREFUEL_CORP/7499860215,Investment Summary FutureFuel Corporation (FF) is a producer of custom chemicals and biodiesel. I believe FF is a compelling short for three reasons: 1)       Certain governmental policies (which have since expired) have ... Read more,FUTUREFUEL CORP FF,16.83,$731mn
LUMENIS LTD,"MONDAY, JUL 7, 2014",MSG257,https://valueinvestorsclub.com/idea/LUMENIS_LTD/8618549598,"Recommendation   We are recommending a long position in Lumenis Ltd.  (Nasdaq: LMNS), with a 1 year forward price target of $14.38/share or 50% upside relative to 7/7/14 trading price of $9.57.  ... Read more",LUMENIS LTD LMNS,9.57,$362mn
ASIA PACIFIC WIRE&CABLE CORP,"SATURDAY, JUL 5, 2014",bowd57,https://valueinvestorsclub.com/idea/ASIA_PACIFIC_WIREandCABLE_CORP/4913928123,"Hi, guys –  It's gut-check time: Are you a value investor? Are you also completely f*cking nuts? If the answer to both questions is, “Yes”, then tossing some APWC into your ... Read more",ASIA PACIFIC WIRE&CABLE CORP APWC,2.61,$36mn
RENEWABLE ENERGY GROUP INC,"SATURDAY, JUL 5, 2014",HighLine09,https://valueinvestorsclub.com/idea/RENEWABLE_ENERGY_GROUP_INC/6779041836,"Introduction I generally shy away from industries that are highly dependent on government regulation.  However, the more I learned about Renewable Energy Group’s expanding business model, especially as it continues to ... Read more",RENEWABLE ENERGY GROUP INC REGI,11.64,$450mn
REALOGY HOLDINGS CORP,"WEDNESDAY, JUL 2, 2014",nantembo629,https://valueinvestorsclub.com/idea/REALOGY_HOLDINGS_CORP/9338043858,Realogy is a long. Realogy is a high quality business we have followed for a long time while we waited for the valuation to come into our targeted range. The ... Read more,REALOGY HOLDINGS CORP RLGY,38.07,"$5,563mn"
SPHERE 3D CORP,"WEDNESDAY, JUL 2, 2014",leafs93,https://valueinvestorsclub.com/idea/SPHERE_3D_CORP/0676441719,"Short Sphere 3D Equity TSXV: ANY | NASDAQ: ANY (starting July 8, 2014) Last: $10.80 Shares Outstanding: 28.9 million fully diluted shares prior to the acquisition; estimated over 40 million shares outstanding after ... Read more",SPHERE 3D CORP ANY,10.80,$312mn
KERYX BIOPHARMACEUTICALS INC,"TUESDAY, JUL 1, 2014",bigvic,https://valueinvestorsclub.com/idea/KERYX_BIOPHARMACEUTICALS_INC/3030106448,"4 simple points to the short thesis   1. The Street is very focused on KERX’s pharmacoeconomic thesis, which is that using Zerenex (KERX’s phosphate binder (PB) drug) will save dialysis centers ... Read more",KERYX BIOPHARMACEUTICALS INC KERX,16.05,"$1,467mn"
OFS CAPITAL CORP,"MONDAY, JUN 30, 2014",chewy,https://valueinvestorsclub.com/idea/OFS_CAPITAL_CORP/5921610861,OFS Capital Corporation (“OFS”) is a busted business development company (“BDC”) IPO trading at 87% of book value with an 11% dividend yield.  After going public at book value in ... Read more,OFS CAPITAL CORP OFS,12.56,$121mn
CIVEO CORP,"MONDAY, JUN 30, 2014",hawaii21,https://valueinvestorsclub.com/idea/CIVEO_CORP/0008544133,Long Civeo (CVEO) Underfollowed spin-off with REIT conversion potential Thesis Review Civeo (CVEO) is an underfollowed recent spin-off with the potential to materially re-rate after pursuing a REIT conversion. CVEO operates using a ... Read more,CIVEO CORP CVEO,26.01,"$2,869mn"
BED BATH & BEYOND INC,"THURSDAY, JUN 26, 2014",flubber926,https://valueinvestorsclub.com/idea/BED_BATH_and_BEYOND_INC/7207492120,"Bed Bath & Beyond-   I expect this to be a controversial idea however I decided to submit it today because of today's 8 pct selloff (+30% ytd), after yesterday's earnings, in ... Read more",BED BATH & BEYOND INC BBBY,56.50,"$11,300mn"
HORSEHEAD HOLDING CORP,"THURSDAY, JUN 26, 2014",Pluto,https://valueinvestorsclub.com/idea/HORSEHEAD_HOLDING_CORP/3972280190,"Short Summary At first glance, Horsehead looks like a below-average zinc producing company with little to no upside. By just relying on the numbers without doing further research, the company even ... Read more",HORSEHEAD HOLDING CORP ZINC,17.50,$890mn
POLYTEC Holding AG,"WEDNESDAY, JUN 25, 2014",jordash111,https://valueinvestorsclub.com/idea/POLYTEC_Holding_AG/9040969681,"Polytec (PYT) is an Austrian-listed automotive supplier of plastic injection molding parts and components. It supplies a number of OEMs but has particular exposure to the German OEMs, with VW ... Read more",POLYTEC Holding AG PYT AV,8.13,$182mn
RENEWABLE ENERGY GROUP INC,"SATURDAY, JUL 5, 2014",HighLine09,https://valueinvestorsclub.com/idea/RENEWABLE_ENERGY_GROUP_INC/6779041836,"Introduction I generally shy away from industries that are highly dependent on government regulation.  However, the more I learned about Renewable Energy Group’s expanding business model, especially as it continues to ... Read more",RENEWABLE ENERGY GROUP INC REGI,11.64,$450mn
REALOGY HOLDINGS CORP,"WEDNESDAY, JUL 2, 2014",nantembo629,https://valueinvestorsclub.com/idea/REALOGY_HOLDINGS_CORP/9338043858,Realogy is a long. Realogy is a high quality business we have followed for a long time while we waited for the valuation to come into our targeted range. The ... Read more,REALOGY HOLDINGS CORP RLGY,38.07,"$5,563mn"
SPHERE 3D CORP,"WEDNESDAY, JUL 2, 2014",leafs93,https://valueinvestorsclub.com/idea/SPHERE_3D_CORP/0676441719,"Short Sphere 3D Equity TSXV: ANY | NASDAQ: ANY (starting July 8, 2014) Last: $10.80 Shares Outstanding: 28.9 million fully diluted shares prior to the acquisition; estimated over 40 million shares outstanding after ... Read more",SPHERE 3D CORP ANY,10.80,$312mn
KERYX BIOPHARMACEUTICALS INC,"TUESDAY, JUL 1, 2014",bigvic,https://valueinvestorsclub.com/idea/KERYX_BIOPHARMACEUTICALS_INC/3030106448,"4 simple points to the short thesis   1. The Street is very focused on KERX’s pharmacoeconomic thesis, which is that using Zerenex (KERX’s phosphate binder (PB) drug) will save dialysis centers ... Read more",KERYX BIOPHARMACEUTICALS INC KERX,16.05,"$1,467mn"
OFS CAPITAL CORP,"MONDAY, JUN 30, 2014",chewy,https://valueinvestorsclub.com/idea/OFS_CAPITAL_CORP/5921610861,OFS Capital Corporation (“OFS”) is a busted business development company (“BDC”) IPO trading at 87% of book value with an 11% dividend yield.  After going public at book value in ... Read more,OFS CAPITAL CORP OFS,12.56,$121mn
CIVEO CORP,"MONDAY, JUN 30, 2014",hawaii21,https://valueinvestorsclub.com/idea/CIVEO_CORP/0008544133,Long Civeo (CVEO) Underfollowed spin-off with REIT conversion potential Thesis Review Civeo (CVEO) is an underfollowed recent spin-off with the potential to materially re-rate after pursuing a REIT conversion. CVEO operates using a ... Read more,CIVEO CORP CVEO,26.01,"$2,869mn"
BED BATH & BEYOND INC,"THURSDAY, JUN 26, 2014",flubber926,https://valueinvestorsclub.com/idea/BED_BATH_and_BEYOND_INC/7207492120,"Bed Bath & Beyond-   I expect this to be a controversial idea however I decided to submit it today because of today's 8 pct selloff (+30% ytd), after yesterday's earnings, in ... Read more",BED BATH & BEYOND INC BBBY,56.50,"$11,300mn"
HORSEHEAD HOLDING CORP,"THURSDAY, JUN 26, 2014",Pluto,https://valueinvestorsclub.com/idea/HORSEHEAD_HOLDING_CORP/3972280190,"Short Summary At first glance, Horsehead looks like a below-average zinc producing company with little to no upside. By just relying on the numbers without doing further research, the company even ... Read more",HORSEHEAD HOLDING CORP ZINC,17.50,$890mn
POLYTEC Holding AG,"WEDNESDAY, JUN 25, 2014",jordash111,https://valueinvestorsclub.com/idea/POLYTEC_Holding_AG/9040969681,"Polytec (PYT) is an Austrian-listed automotive supplier of plastic injection molding parts and components. It supplies a number of OEMs but has particular exposure to the German OEMs, with VW ... Read more",POLYTEC Holding AG PYT AV,8.13,$182mn
SPDR S&P BIOTECH ETF,"WEDNESDAY, JUN 25, 2014",slim,https://valueinvestorsclub.com/idea/SPDR_SandP_BIOTECH_ETF/1001056682,"After a brief sell-off earlier this year, biotechnology stocks have resumed their upward climb, and continue to exhibit the earmarks of an overheated, speculative market.  Thus, I recommend shorting shares ... Read more",SPDR S&P BIOTECH ETF XBI,152.41,"$1,181mn"
QUICKLOGIC CORP,"WEDNESDAY, JUN 25, 2014",chewy,https://valueinvestorsclub.com/idea/QUICKLOGIC_CORP/0369897599,QuickLogic Corporation (“QUIK”) is a commoditized semiconductor company with a history of overly hyped “new products” that amount to nothing more than equity raises and future earnings disappointments.  Despite material ... Read more,QUICKLOGIC CORP QUIK,4.78,$282mn
ENDURANCE INTL GRP HLDGS INCnu,"WEDNESDAY, JUN 25, 2014",rapper,https://valueinvestorsclub.com/idea/ENDURANCE_INTL_GRP_HLDGS_INCnu/5298456972,"SITUATIONS: Market Overreaction   Yesterday, the market gave investors a unique opportunity to take advantage of a significant misunderstanding of an announcement made by Google about their entrance into the domain registration ... Read more",ENDURANCE INTL GRP HLDGS INCnu EIGI,15.00,"$1,936mn"
PROGENICS PHARMACEUTICAL INC,"WEDNESDAY, JUN 25, 2014",repetek827,https://valueinvestorsclub.com/idea/PROGENICS_PHARMACEUTICAL_INC/7098918849,Long PGNX      Progenics offers an asymmetric risk-reward profile with mulitple ways to win.     1) RELISTOR    -Approved injectable drug for opioid-induced constipation (OIC) marketed by SLXP to end-stage cancer patients. PGNX received $6mm in ... Read more,PROGENICS PHARMACEUTICAL INC PGNX,4.19,$285mn
Nexen Tire Corp,"WEDNESDAY, JUN 25, 2014",genoa321,https://valueinvestorsclub.com/idea/Nexen_Tire_Corp/2414400863,"Like a number of other investors, I have been building a basket of Korean preferred stocks. As rh121 explains in his excellent write-up of Daelim Industrial (000215), Korean preferred stocks ... Read more",Nexen Tire Corp 002355,"6,660.00","$1,509,000mn"
Forest Oil,"TUESDAY, JUN 24, 2014",aquicap,https://valueinvestorsclub.com/idea/Forest_Oil/8282932486,A formatted version with tables and pictures is available at https://dl.dropboxusercontent.com/u/36899760/Forest%20Oil%20%28FST%29%20VIC%20Writeup.pdf   Forest Oil (FST) is a misunderstood and underfollowed special situation that offers a highly asymmetric reward-to-risk opportunity at the current price. ... Read more,Forest Oil FST,2.20,$262mn
Hub,"TUESDAY, JUN 24, 2014",jt1882,https://valueinvestorsclub.com/idea/Hub/5093478904,"Summary: Hub (www.pub-hub.com) was founded in 1980 and listed on the Osaka Stock Exchange in 2006.  Today the company owns 84 (going on 86) self-operated British-themed pubs in Tokyo, Osaka, Nagoya, ... Read more",Hub 3030,"4,100.00","$5,104mn"
IMPERIAL OIL LTD,"TUESDAY, JUN 24, 2014",fizz808,https://valueinvestorsclub.com/idea/IMPERIAL_OIL_LTD/2694214976,"Imperial Oil (IMO) is Exxon’s ~$45 billion majority-owned Canadian subsidiary. Despite its size, Imperial attracts little attention; the company hosts no quarterly conference calls, rarely attends investor conferences, and provides ... Read more",IMPERIAL OIL LTD IMO,51.67,"$43,795mn"
ARC DOCUMENT SOLUTIONS INC,"TUESDAY, JUN 24, 2014",Lukai,https://valueinvestorsclub.com/idea/ARC_DOCUMENT_SOLUTIONS_INC/7178089078,ARC is a capital-light business with high-teens margins that will generate half of its market value in free cash flow over the next 2.5 years – if not more. ARC ... Read more,ARC DOCUMENT SOLUTIONS INC ARC,5.90,$276mn
BP Castrol K.K.,"TUESDAY, JUN 24, 2014",gvinvesting,https://valueinvestorsclub.com/idea/BP_Castrol_K.K./4056876742,"We believe the following idea offers investors a unique combination of a very cheap valuation underpinned by a strong balance sheet, a consistently profitable asset-light and high-margin business, and alignment ... Read more",BP Castrol K.K. 5015,629.00,$141mn
SPDR S&P BIOTECH ETF,"TUESDAY, JUN 24, 2014",slim,https://valueinvestorsclub.com/idea/SPDR_SandP_BIOTECH_ETF/1001056682,"After a brief sell-off earlier this year, biotechnology stocks have resumed their upward climb, and continue to exhibit the earmarks of an overheated, speculative market.  Thus, I recommend shorting shares ... Read more",SPDR S&P BIOTECH ETF XBI,152.41,"$1,181mn"
QUICKLOGIC CORP,"TUESDAY, JUN 24, 2014",chewy,https://valueinvestorsclub.com/idea/QUICKLOGIC_CORP/0369897599,QuickLogic Corporation (“QUIK”) is a commoditized semiconductor company with a history of overly hyped “new products” that amount to nothing more than equity raises and future earnings disappointments.  Despite material ... Read more,QUICKLOGIC CORP QUIK,4.78,$282mn
ENDURANCE INTL GRP HLDGS INCnu,"TUESDAY, JUN 24, 2014",rapper,https://valueinvestorsclub.com/idea/ENDURANCE_INTL_GRP_HLDGS_INCnu/5298456972,"SITUATIONS: Market Overreaction   Yesterday, the market gave investors a unique opportunity to take advantage of a significant misunderstanding of an announcement made by Google about their entrance into the domain registration ... Read more",ENDURANCE INTL GRP HLDGS INCnu EIGI,15.00,"$1,936mn"
PROGENICS PHARMACEUTICAL INC,"TUESDAY, JUN 24, 2014",repetek827,https://valueinvestorsclub.com/idea/PROGENICS_PHARMACEUTICAL_INC/7098918849,Long PGNX      Progenics offers an asymmetric risk-reward profile with mulitple ways to win.     1) RELISTOR    -Approved injectable drug for opioid-induced constipation (OIC) marketed by SLXP to end-stage cancer patients. PGNX received $6mm in ... Read more,PROGENICS PHARMACEUTICAL INC PGNX,4.19,$285mn
Nexen Tire Corp,"TUESDAY, JUN 24, 2014",genoa321,https://valueinvestorsclub.com/idea/Nexen_Tire_Corp/2414400863,"Like a number of other investors, I have been building a basket of Korean preferred stocks. As rh121 explains in his excellent write-up of Daelim Industrial (000215), Korean preferred stocks ... Read more",Nexen Tire Corp 002355,"6,660.00","$1,509,000mn"
Forest Oil,"TUESDAY, JUN 24, 2014",aquicap,https://valueinvestorsclub.com/idea/Forest_Oil/8282932486,A formatted version with tables and pictures is available at https://dl.dropboxusercontent.com/u/36899760/Forest%20Oil%20%28FST%29%20VIC%20Writeup.pdf   Forest Oil (FST) is a misunderstood and underfollowed special situation that offers a highly asymmetric reward-to-risk opportunity at the current price. ... Read more,Forest Oil FST,2.20,$262mn
Hub,"TUESDAY, JUN 24, 2014",jt1882,https://valueinvestorsclub.com/idea/Hub/5093478904,"Summary: Hub (www.pub-hub.com) was founded in 1980 and listed on the Osaka Stock Exchange in 2006.  Today the company owns 84 (going on 86) self-operated British-themed pubs in Tokyo, Osaka, Nagoya, ... Read more",Hub 3030,"4,100.00","$5,104mn"
IMPERIAL OIL LTD,"TUESDAY, JUN 24, 2014",fizz808,https://valueinvestorsclub.com/idea/IMPERIAL_OIL_LTD/2694214976,"Imperial Oil (IMO) is Exxon’s ~$45 billion majority-owned Canadian subsidiary. Despite its size, Imperial attracts little attention; the company hosts no quarterly conference calls, rarely attends investor conferences, and provides ... Read more",IMPERIAL OIL LTD IMO,51.67,"$43,795mn"
ARC DOCUMENT SOLUTIONS INC,"TUESDAY, JUN 24, 2014",Lukai,https://valueinvestorsclub.com/idea/ARC_DOCUMENT_SOLUTIONS_INC/7178089078,ARC is a capital-light business with high-teens margins that will generate half of its market value in free cash flow over the next 2.5 years – if not more. ARC ... Read more,ARC DOCUMENT SOLUTIONS INC ARC,5.90,$276mn
BP Castrol K.K.,"TUESDAY, JUN 24, 2014",gvinvesting,https://valueinvestorsclub.com/idea/BP_Castrol_K.K./4056876742,"We believe the following idea offers investors a unique combination of a very cheap valuation underpinned by a strong balance sheet, a consistently profitable asset-light and high-margin business, and alignment ... Read more",BP Castrol K.K. 5015,629.00,$141mn
LANESBOROUGH REIT,"MONDAY, JUN 23, 2014",offtherun,https://valueinvestorsclub.com/idea/LANESBOROUGH_REIT/9835320713,Note: All $ references are to Canadian dollars Recommendation This idea involves a microcap and a highly levered one at that.  The risk of a complete loss is high.  While each has very ... Read more,LANESBOROUGH REIT LRT,1.18,$49mn
APOLLO GLOBAL MANAGEMENT LLC,"SUNDAY, JUN 22, 2014",rosco37,https://valueinvestorsclub.com/idea/APOLLO_GLOBAL_MANAGEMENT_LLC/6264557856,"Apollo Global Management, LLC (APO)   Summary   APO is value focused: “We seek to focus on investment opportunities where competition is limited or non-existent” Trading at a lower multiple than traditional asset managers even ... Read more",APOLLO GLOBAL MANAGEMENT LLC APO,27.96,"$10,623mn"
LUKOIL OIL COMPANY,"FRIDAY, JUN 20, 2014",sag301,https://valueinvestorsclub.com/idea/LUKOIL_OIL_COMPANY/3482647916,"Lukoil makes for an interesting investment. Lukoil is a large E&P Business.  The company has operations in 30 countries, but 90%+ of the revenue/earnings are generated in Russia. Importantly, costs ... Read more",LUKOIL OIL COMPANY LUKOY,62.00,"$46,000mn"
TUESDAY MORNING CORP,"THURSDAY, JUN 19, 2014",scott265,https://valueinvestorsclub.com/idea/TUESDAY_MORNING_CORP/0843285893,"Handley posted Tuesday Morning (TUES) as a short in early December 2013.  While the stock is up 40%, not much has changed in the prospects for the turnaround.  I would ... Read more",TUESDAY MORNING CORP TUES,19.00,$825mn
CONTINENTAL BUILDING PRODS,"WEDNESDAY, JUN 18, 2014",bdad,https://valueinvestorsclub.com/idea/CONTINENTAL_BUILDING_PRODS/5364247717,Summary Thesis: Continental Building Products (CBPX) is something of a busted IPO of a niche manufacturer of a key building material product (gypsum). The Company announced a 20% price increase Jan ... Read more,CONTINENTAL BUILDING PRODS CBPX,15.00,$836mn
ORACLE CORP,"WEDNESDAY, JUN 18, 2014",jamal,https://valueinvestorsclub.com/idea/ORACLE_CORP/9859423973,"Oracle Corporation is a large, liquid, stable, high quality technology company that has generated huge cash flows over long periods of time, generates very high long-run returns on capital and ... Read more",ORACLE CORP ORCL,42.81,"$191,000mn"
EXELON CORP,"TUESDAY, JUN 17, 2014",todd1123,https://valueinvestorsclub.com/idea/EXELON_CORP/7905582389,"Previously written up by snarfy in early 2013 at ~$32 / share, Exelon (EXC) remains an un-loved, somewhat mis-understood and under-valued long opportunity that has substantial leverage to the power ... Read more",EXELON CORP EXC,36.00,"$31,200mn"
